tweet,sentiment
"[ 단독 ] 이호연 DSP 대표 오늘 별세 … 젝 키 · 핑클 · 카라 낳 은 제작자 
참 ... 애증 의 인물 이 었 지 . 편찮 은 거 ᆫ 알 고 있 었 는데 돌아가 시 었 다니 맘 아프 네 ... SS501 만들 어 주 시 어서 감사 하 ᆸ니다 . 삼가 고인 의 명복 을 빌 ᆸ니다 .  ",2
이호연 사장 님 ... 삼가 고인 의 명복 을 빌 ᆸ니다 ㅠㅠ 덕분 에 ... 저 의 학창 시절 은 즐겁 었 어요 . 감사 하 ᆸ니다 . 고생 많 으시 었 어요 ,2
이호연 대표 님 별세 라니 ㅜ ,2
아침 에 일어나 니 별 그지 같 은 소리 가 난무 하 네 .... 일다 이 ᆫ 고 이호연 대표 님 의 명복 을 빌 ᆸ니다 .. 애증 이 기 ᆫ 하 지만 대표 님 얼굴 픽 때문 에 여기 까지 오 었 네요 ... ,2
RIP 이호연 ㅠㅠ 삼가 고인 의 명복 을 빌 ᆸ니다 ,2
" 허 ᆯ ,,,,, 이호연 회장 .... 아 ... ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ  ",2
헉 이호연 이 .... ,2
애증 의 이호연 이 이 었 는데 ,2
아 ... 이호연 사장 .... ,2
헐 이호연 .... ,2
"[ 단독 ] 이호연 DSP 대표 오늘 별세 … 젝 키 · 핑클 · 카라 낳 은 제작자 
참 ... 애증 의 인물 이 었 지 . 편찮 은 거 ᆫ 알 고 있 었 는데 돌아가 시 었 다니 맘 아프 네 ... SS501 만들 어 주 시 어서 감사 하 ᆸ니다 . 삼가 고인 의 명복 을 빌 ᆸ니다 .  ",2
유장 너무 안쓰럽 다 . 교통사고 이후 회복 되 어서 집 에 오 었 는데 동생 어디 가 고 없 어서 진짜 울 면서 하루 종일 완전히 낫 지 않 은 몸 으로 몇 날 며칠 고래 고래 소리 지르 면서 동네방네 뛰어다니 면서 찾 을 것 같 은데 찾 을 수 없 고 .. 유장 입장 에서 는 가족 들 죄다 빼앗기 ᆫ 거 알 냐 .. 유비 랑 찍 은 사진 안고 오열 하 ᆯ 듯 .. ,2
유장 너무 안쓰럽 다 . 교통사고 이후 회복 되 어서 집 에 오 었 는데 동생 어디 가 고 없 어서 진짜 울 면서 하루 종일 완전히 낫 지 않 은 몸 으로 몇 날 며칠 고래 고래 소리 지르 면서 동네방네 뛰어다니 면서 찾 을 것 같 은데 찾 을 수 없 고 .. 유장 입장 에서 는 가족 들 죄다 빼앗기 ᆫ 거 알 냐 .. 유비 랑 찍 은 사진 안고 오열 하 ᆯ 듯 .. ,2
정일우 진짜 ... 죽음 복선 이 일부러 긍정 적 이 ᆫ 척 하 고 시체놀이 재밌 다 하 고 죽 기 에 ᆫ 좋 은 날 이 라 하 고 정음 이 눈 에 담 어 두 ᆫ다 하 고 잊 지 말 어 달 라 하 고 우 ㅜ ㅜ 넘 슬프 어 ,2
정일우 진짜 ... 죽음 복선 이 일부러 긍정 적 이 ᆫ 척 하 고 시체놀이 재밌 다 하 고 죽 기 에 ᆫ 좋 은 날 이 라 하 고 정음 이 눈 에 담 어 두 ᆫ다 하 고 잊 지 말 어 달 라 하 고 우 ㅜ ㅜ 넘 슬프 어 ,2
정일우 진짜 ... 죽음 복선 이 일부러 긍정 적 이 ᆫ 척 하 고 시체놀이 재밌 다 하 고 죽 기 에 ᆫ 좋 은 날 이 라 하 고 정음 이 눈 에 담 어 두 ᆫ다 하 고 잊 지 말 어 달 라 하 고 우 ㅜ ㅜ 넘 슬프 어 ,2
정일우 진짜 ... 죽음 복선 이 일부러 긍정 적 이 ᆫ 척 하 고 시체놀이 재밌 다 하 고 죽 기 에 ᆫ 좋 은 날 이 라 하 고 정음 이 눈 에 담 어 두 ᆫ다 하 고 잊 지 말 어 달 라 하 고 우 ㅜ ㅜ 넘 슬프 어 ,2
" 20171230 부산 콘 
이날 링거 까지 맞 었 다던 수원 오빠 ...  
아프지마 요 .. - _ㅠ  ",2
" 20171230 젝스키스 부산 콘서트 
아프지마 요 ...  ",2
정일우 진짜 ... 죽음 복선 이 일부러 긍정 적 이 ᆫ 척 하 고 시체놀이 재밌 다 하 고 죽 기 에 ᆫ 좋 은 날 이 라 하 고 정음 이 눈 에 담 어 두 ᆫ다 하 고 잊 지 말 어 달 라 하 고 우 ㅜ ㅜ 넘 슬프 어 ,2
정일우 진짜 ... 죽음 복선 이 일부러 긍정 적 이 ᆫ 척 하 고 시체놀이 재밌 다 하 고 죽 기 에 ᆫ 좋 은 날 이 라 하 고 정음 이 눈 에 담 어 두 ᆫ다 하 고 잊 지 말 어 달 라 하 고 우 ㅜ ㅜ 넘 슬프 어 ,2
아 나 임금프 사 정철 이요 ???? 부르 면 옆 에서 관동별곡 읊 을 거 같 어서 저 안 그렇 어도 없 는 체력 더깎일거같 어요 흑흑 흑 ㅎ 그 흑 ,2
아 나 임금프 사 정철 이요 ???? 부르 면 옆 에서 관동별곡 읊 을 거 같 어서 저 안 그렇 어도 없 는 체력 더깎일거같 어요 흑흑 흑 ㅎ 그 흑 ,2
" 예원 이 가 엠 빅 심장 후비 어 파 었 어 ,, 
아프 었 는데 아프 ᆫ 만큼 좋아서 슬프 었 어 ㅠㅠ  ",2
변영주 감독님 그만두 ᆫ다는 말 에 내 가 왜 눈물 이 나 려고 하 는지 . ^^ ;;;,2
문재인 대통령 님 무척 힘들 시 겠 다 . 야당 이 승냥이 떼 처럼 가족 까지 물어뜯 는 데 도 여당 이 라고 있 는 것 이 아무런 도움 도 방패 도 되 지 못하 니 . 시대 적 소명 의식 이 아니 면 인간 으로서 견디 기 힘들 ᆫ 비판 과 음해 와 조롱 을 견디 고 계시 ᆫ다 . 그렇 ᆷ 에 도 재임 기간 그렇게 뚜벅뚜 벅 걸어가 시 ᆯ 것 이 기에 마음 이 아프 다 . ,2
ㅠㅠㅠㅠㅠㅠㅠ 현우 어 ㅠㅠㅠ 안 되 어 혼자 가지 마 ㅠㅠㅠㅠㅠ 그냥 하 어 주 ᆫ 이병무 이 ᆫ 안와 주 어 ㅠㅠㅠㅠㅠ 해준 이 깨 어 서현우 혼자 쳐들어가 ᆫ 거 알 면 미치 ᆫ 놈 이 라고 욕하 면서 아프 ᆫ 몸 이 끌 고 현우 픽업 하 러 가 ᆫ다 ㅠㅠㅠ ,2
따 흑 ... 진짜 가슴 아프 어요 .... 백찬 이 튼튼 다리 돌려조 이 라 ... 돌리 어 조 ......!!!! ,2
오경주 ... 세 글자 를 보 면 눈물 이 나 는 지경 이 되 었 습니다 ... ,2
계정 잠금 처리 되 ᆷ ㅇㅇ ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 아니 왜 잠 금 되 ᆫ 거 이 야 일단 도 손전 계정 에서 트친 이 시 었 던 분 은 다 과 ᆯ 하 었 어요 부업파 다 가 부업탈덕 하 어서 안 쓰 던 계정 물갈 하고 이계 정 으로 사용 하 ᆯ 것 이 요 ( 심하 ᆫ 욕 ) 샘 덜 맞괄해쥬세 요 아 십 눈물 나 고 억욿 하 어 ,2
아 서치하다 가 시력 잃 을 거 같 어 ㅠㅠ 딱 오천석 이 면 이러 지 않 었 을 터 이 ᆫ데 ..... 훅 흑 몬엑팬콘양도구해 이 요 ㅠㅠㅠㅠ ,2
미치 겠 어 ㅠㅠㅠㅠㅠ 하겨 나 좌석 이 없어 ㅠㅠㅠㅠ 엉엉 엉 나 의 자리 없어 ...... 8 ㅅ 8 ...... 양 일 합치 어도 오천석 안 되 는 거 너무 슬프 어 마지막 일 게 뻔하 ᆫ데 흑흑 흑 엉엉 엉 보 고 싶 어 알 지 알 ᆯ지 못 가 어도 내 가 안 가 고 싶 어서 안 가 는 거 아니 ᆫ 거 알 어 주 ᆯ 거 이 지 ? 8 ㅅ 8 ..... ,2
" 근데 오늘 진짜 정국 이 힘들 어 보얐서 ,,, 방탄 무대 끝나 고 바로 대상 수상 이 었 는데 정국 이 가 멤버 들 중 에 제 일 마지막 으로 가수석 에 들어가 었 는데 애 가 얼마나 힘들 었 으면 이 ᆫ 이어도 못 빼 고 들어가 고 .. 계속 허리 잡 고 힘들 어 보얐어 ㅠㅠㅠㅠ 근데 또 앵콜때 는 방방 뛰 구 ,, 머 5 터 공지 는 무슨 일 딴 쉬 자  ",2
수영 이 울 고 예림 이 넘어지 었 다고 ...? 진짜 맴찢 이 야 ... 수영 입 은 거 ᆫ 감동 받 어서 니까 나 도 같이 울컥 하 었 는데 예림 이 넘어지 ᆫ 거 ᆫ 다른 의미 호 울컥 하 니 나 의 새끼 다치 ᆫ 데 ᆫ 없 겠 지 ... 걱정 되 서 죽 겠 네 ㅠㅠㅠㅠ ,2
나 느 새드 엔딩 좋아하 는 편 이 라 우리 집 애 들 반 이상 은 다 새드엔딩 이 ᆫ데 ... 오늘 지이 이 ᆫ 분 이 오딘 설정 듣 고 넘 슬프 어 하 시 어서 미안 하 어 지 었 다 ... 나머지 애 들 설정 듣 으면 울 시 ᆯ 거 같 다 그래서 아 앗 .. 하 고 참 었 다 ... ( ? ) ,2
ㅅㅣ 이바 나 울 어요 ,2
울지마 요 ... ㅜㅜ ,2
" 김정석 그대로 간다 매요 ㅠㅠㅠㅠ  
안지현 가지 마 ㅏㅏㅏㅏㅏ  ",2
" 잠 이 안 오 어서 잠시 밖 으로 나가 어 보 었 다 .  
보름달 나 ᆯ 쳐다보 ᆫ다 . 슬프 냐고 ..  ",2
" 아 ,, 나 그린 토피아 차은우 옷걸이 갖고시펏 는데 ,, 이 벤트 끝 낫 네 ,,,  ",2
이 와중 에 이가현 제 일 불쌍 하 어 ... 애 생일 이 자 나 ,2
오지혜 쌔 ᆷ 사진 보 고 헤테로 변영주 감독 이 라 그래서 울 엇 음 ,2
" 허 ᆯ ㅜㅜㅜ 안 되 어 같이 죽 어야 하 는데 ㅜㅜㅜ  
아니 샘 진짜 ㅜㅜ 순옥 킴 ㅜㅜㅜ ! ㅠ 큐 ㅠㅠ  ",2
" 제발 그만 , 우리 는 서로 의 이름 을 알 기 때문 에 불행 하 어 지 는 거 야 
왜 나 의 앞 으로 뛰어들 ᆫ 거 이 야 ?  
- 배수연 , 야간 주행  ",2
" 거대 하 ᆫ 수사슴 을 치 었 어요 
.  
사슴 은 불안 하 ᆫ 눈빛 으로 나 를 향하 어 자신 의 이름 을 말 하 려고 하 어요 
제발 그만 , 우리 는 서로 의 이름 을 알 기 때문 에 불행 하 어 지 는 거 야 
왜 나 의 앞 으로 뛰어들 ᆫ 거 이 야 ?  
/ 배수연 , 야간 주행  ",2
"' 고고학자 ' ' 메트로폴리스 ' ' 손금 ' ' 번 ( Burn )' 까지 첫 정규 앨범 의 모든 곡 들 을 라이 브로 선보이 ᆫ 9 ( 송재경 ) 는 "" 되게 아쉽 다 . 똑같이 처음 부터 다시 하 ᆯ까요 ? ( 웃음 ) 빨리 새 앨범 을 발표 하 고 싶 은 마음 이 생기 었 다 "" 며 아쉬움 을 드러내 었 다 .  ",2
" 빛 이 바래 ᆫ 얼굴 에서 입술 은 떨어지 고 . 꽃잎 은 떨어지 고 .  
_ 이민하 , 글 루미 선데이 클럽  ",2
선데이 모닝 에서 종 이 ᆫ 이 멘트 끝 나 구 애기 시절 나오 는데 바로 눈물 고이 었 다 .. 글 구 평창 영상 도 한복 보 자마자 눈물 찡 하 었 는데 그 게 정말 눈물 버튼 이 ᆫ가 보 어 ㅜ 으르렁 들어가 기 전 에 씩 웃 던 얼굴 잊 을 수 없 어 ㅜㅜ ,2
" 180714 로맨틱 선데이 
종현 이 보 고 싶 은 사람 .... 저 요  ",2
" 190107 아육대 
계속 기침 하 어서 물 많이 마시 어야지 ㅠㅠㅠ  ",2
" 밤새 애인 을 붙잡 고 놔주 지 않 었 다 . 입 을 맞추 고 연신 비비적거려 도 자신 이 가지 ᆫ 감정 을 모두 표현 하 지 못하 었 기 때문 이 다 . 그래서 그날 울 며 애원 하 는 애인 을 놔주 지 않 었 던 백 ㅎ 이 었 다 .  
- 경 ㅅ 이 야 . 자 ?  
백 ㅎ 은 노크 도 없이 문 을 열 었 다 . 늦 은 시간 이 니 이미 어리 ᆫ 연인 은 잠 에 빠지 어 들 었 을 것 이 다 .  ",2
윤지원 바람펴 이 요 ㅜㅜㅜㅠㅠㅠㅠ ,2
지민 이 피 ᆫ 버튼 기부 하 어 주 시 ᆯ 분 ..... 지민 이 만 없 어서 못 사 었 다고 !!!!!!! 윤지원 이 싹 쓸 어 가 었 어 집 에 많 다면서 .... ㅜㅜ 나쁘 ᆫ 놈 ,2
가오슝 이 제 가 >> 혼자 처음 << 간 여행이엿 는데 가 어서 유심 빌리 ᆯ라구 하 엇 는 데 실패 하 어서 개 멘붕 이 엿 서 요 ...... 알 는 거 1 두 업 는데 ..... 유심 없 으면 ..... 나 ᆫ .... 어쩌 지 ..... 하 면서 멘붕 와 서 공항 에 앉아잇엇 는데 공항 에소 포켓 와이파이 빌렷 이 구 .... 바로 택시 타 구 숙소 감 ㅋㅎㅋㅋ 참고 로 ... 중국어 1 도 못 하 어 여 ... ,2
함박눈 펑 펑 쏟아지 는 날 까맣 ᆫ 우산 하얗 게 변하 도록 태 주 기다리 고 서 ᆫ 양검 뒷모습 생각 하 면 진짜 가슴 께 가 찌르르 하 어 지 어 날씨 춥 어서 우산 손잡이 쥐 ᆫ 손 새빨개지 어 있 는데 춥다 이 고 도 생각 못 하 ᆯ 것 같 구 ... 평소 보다 좀 늦 게 나오 었 는데 경찰서 앞 지키 고 서 ᆫ 민우 보 고 놀라 어서 뛰 다시피 걸어오 는데 ,2
석주 선생님 연기 하 시 ᆫ 남민우 배우님 이 울 시 니까 더 슬프 었 어 ㅠㅜㅜ 나파 ᆯ 태은 님 도 계속 울 시 고 ㅠㅠ 앙 분 들 다 눈물 훔치 는데 그간 고생 하 었 던 거 너무너무 알 겠 고 ㅠㅠ 신무 과 ᆫ 배우 분 들 진짜 다 들 학구열 하 ᆸ니다 . ㅠㅠ ,2
" 휴대폰 배경 화면 공유 
( 갤럭시 기주 이 ᆫ )  
빠라바라빠라 밤 ~~~ 
이렇 게 귀엽 은 진혁 이 이제 못 보 ᆫ다는 것 이 사실 
아니 죠 ?? 꿈 이 라고 얘기 하 어 주 어 ..  ",2
" 일행 이 있 었 는데 일 이 있 어서 먼저 가 고 나 혼자 여행 을 하 ᆫ 적 이 있 었 다 . 혼자 떠나 는 여행 도 나쁘 지 는 않 었 지만 외롭 더라 . 같이 공유 하 ᆯ 사람 이 없 어서 그렇 ᆫ지 . 그래도 나 에게 만 집중 하 ᆯ 수 있 는 순간 이 었 다 . 제주도 도 혼자 가 어 보 었 는데 가족 들 도 생각 나 고 전화 를 계속 하 게 되 었 다 .  
/ 2019 .  ",2
" 최현석 잘못 하 ᆫ 거 없 습니다 
공유 많이 부탁 드리 어요 ㅜㅜ  ",2
예전 에 ᆫ 새벽 탐라 에 흑막추 플로우 이 라고 하 면서 쥬 예쁘 ᆫ 정색 짤 해쉬 태그 로 공유 하 고 핫 슬 야채 모에 화 플로우 이 라고 아보카도하슳 청경채 하슳 이러 ᆷ서 사진 올리 었었 는데 이제 새벽 되 면 그냥 다 들 .... 블 베 개새끼 야 만 외치 는 .. 슬프 ᆫ ㅠ ,2
" 190126 SK Y 캐슬 종 방연 
나 는 세리어 이 ᆫ 니 못 보내 ㅠㅠ  ",2
세리 ㅠㅠ ,2
" 김태호 ㅠㅠㅠㅠㅠㅠㅠㅠ  
화이트 팩 트 맨날 해주세 여 ㅠㅠㅠㅠㅠ  
엉엉 엉 
나듀 공방 가 구 싶 다 어 ......... 나 도 끼 어 주 라 .....  ",2
아 진자 다른 분 이 궁예 하 시 ᆫ 것 처럼 장 코치 가 마리아 싫어하 는 거 자기 가 코칭 하 었 던 자경 이랑 연관 이하 생략 이 면 어 카 지 .... 너무 가슴 아프 ᆯ 거 같 은데 .... ,2
" 꽃 피 는 날 그대 와 만나 었 습니다 
꽃 지 는 날 그대 와 헤어지 었 고 요 
/ 구광본 , 꽃 피 는 날 꽃 지 는 날  ",2
" 꽃 피 는 날 꽃지 는 날 - 구광본 - 
꽃 피 는 날 그대 와 만나 었 습니다 
꽃지 는 나 ᆯ 그대 와 헤어지 었 고 요 
그 만남 이 첫 만남 이 아니 ᆸ니다 
그 이별 이 첫 이별 이 아니 고 요 
마당 한 모퉁이 에 꽃씨 를 뿌리 ᆸ니다  ",2
" 꽃 피 는 날 그대 와 만나 었 습니다 
꽃지 는 나 ᆯ 그대 와 헤어지 었 고 요 
( 구광본 _ 꽃 피 는 날 꽃지 는 날 ) ",2
" 꽃 피 는 날 그대 와 만나 었 습니다 .  
꽃 지 는 날 그대 와 헤어지 었 고요 .  
/ 구광본  ",2
" 아 참 판옥선 위 에서 그네 를 매 고 타 다가 왜군 들 이 화살 을 쏘 니까 발 로 화살 을 받 어서 ( ... ) 그거 ᆯ 또 되돌리 어서 왜군 들 을 맞추 었 다는 이순신 설화 도 있 었 습니다 . 진짜 짱 이 지 않 습니까 !  
... 그러니까 일 을 하 기 가 몹시 귀찮 다는 말 이 ᆸ니다 . 우어 어 마감 의 신 이시여 불쌍 하 ᆫ 작가 를 구원 하 소서 .  ",2
" 이거 ᆫ 보 ᆯ 때 마다 
심장 이 막 아프 고 
눈물날꺼 같 고 막 그렇 어  ",2
" 1 월 마지막 밤 자정 , 우리 아가 를 무지개 너머 로 이 건 너보 네 며 . 아직 못 하 어 주 ᆫ 것 도 미안 하 ᆫ 일 도 많 지만 떠나 는 열차 시간 을 더 는 못 늦추 ᆫ다니 어쩌 ᆯ 수 없 네 . 15년 짧 었 던 세상 소풍 , 좋 은 기억 이 남 었 을까 ? 이제 는 원 없이 다 누리 고 지내 기 를 바라 며 . 늘 기억 하 ᆯ게 . 편 히 쉬 어 .  ",2
""" 형 들 이 얼마나 "" 그 후 울컥 하 면서 말 을 줄이 고 그냥 뭐 이 ᆫ지 안다 이 며 구체 적 이 ᆫ 표현 은 자제 하 ᆫ 것 같 은데 진짜 예전 형 들 이 하 어 오 었 던 자리 , 지금 본인 이 하 어 가 는 자리 . 그 어려움 에 공감 하 고 눈시울 붉히 고 목 메 는 모습 이 엄 청 슬프 다  ",2
" 진영 이 공 카 생기 ᆫ 거 너무 기쁘 고 행복 하 ᆫ데 ㅠ 한 시 땡 치 고 들어가 어서 가 입하 는데 
진영 이 형 아 팬 이 나 말 고 도 오 조오 억 명 있 는 거 알 고 있 고 너무 든든 하 고 감사 하 ᆫ 일 이 지만 
왠지 나 의 이름 을 손민수 당하 ᆫ 거 같 어서 괜히 서운 하 고 슬프 다 ㅠ  ",2
" ㅠㅠ 맞 어요 ..  
강 환불 기간다되 가 는 거 하나 있 길래 젤 구린템 에 바르 자 !  
하구 발랏 는데 더 구리 어 지 어서 ..  
3 개 더 사 어서 발랏 는데 계속 망하 더니 최종 이 젤 망햇 서 
ㅋㅋㅋㅋㅋㅋㅋㅋ 화 나 어서 멮껏 다 ㅠㅠ  
스타 포스 도 무섭 어서 못 하 어 .. ㅠ  
테 ᆷ 터지 면 그날 루 메접 하 ᆯ 듯 ㅜㅜ  ",2
하와 와 저너쨩 밤새 도록 아파서 학교 못 가 는 거 시와 이 요 ㅠㅜ 아프기 시러 ㅓ ,2
김태진 씨 래 디오 잠깐 만 넘 감동 적 이 네 ㅠ ㅠ 눈물 찔끔 ,2
" 스윙 키즈 김동건 씨 언제 유명 하 어 지 는 거 이 죠 ..  
덕 질 하 고 싶 어도 정보 가 없 으니 덕 질 을 하 ᆯ 수 가 없 다 진짜 너무 속상하 어  ",2
" A ㅏ A ㅏ ............. 미세먼지 이 쉬브럴 거 ㅠㅠㅠ 제 가 다 마시 ᆯ 것 이 요 제발 잠 좀 주무 세요 대통령 님 ㅠㅠㅠㅠㅠ  
문대통령 "" 미세먼지 ' 나쁘 ᆷ ' 이 면 가슴 철렁 .. 특단 대책 강구 하 라 "" | 다음 뉴스  ",2
내일 한전 경기 던데 잘 하 었 으면 좋 겠 다 ㅜㅜ ㄹㅇ 이번 시즌 제 일 힘들 ᆯ 터 이 ᆫ데 ㅠㅠ 김인 혁 도 부상 이 고 서재덕 도 체력 저하 에 그래도 잘 하 었 으면 좋 겠 다 ㅜㅜ ㄹㅇ 내일 직관 가 고 싶 지만 학교 가 어야 되 어 ........... 인생 ㅇ ................ ㅎㅎ ....... ,2
김인 혁 시즌 아웃 되 었 네 ........ 한전 어쩌 냐 ........ ,2
엄 청 많이 힘들 다 ... 재덕 선수 는 힘들 어 보이 고 .. 김인 혁 선수 는 부상 이 고 .. 외국인 선수 는 없 고 ... ,2
김인 혁 시즌 아웃 이 라니 ㅠ ,2
아 김인 혁 ㅠㅠㅠㅠ 이거 ᆫ 아니 잖아요 ㅠㅠㅠㅠ ,2
아으 ㅡㅇ 잉이 으 ㅡ 으 김인 혁 ㅠㅠ ,2
김인 혁 시즌 아웃 이 네 . ㅠㅠ ,2
고래 고래 그립 다 ㅜㅜ ,2
" 사실 개인 적 으로 이 기간 에 개발 되 었 던 로봇 중 가장 안타깝 은 케이스 는 Wall - E 이 다 .  
시연 도 가지 었 던 모양 이 ᆫ데 결국 에 ᆫ 너무 무겁 어서 관객 의 발 이 깔리 면 정말 큰일 나 ᆯ 수 있 다는 등 의 문제점 들 이 있 어서 파크 에 정식 으로 돌아다니 지 도 못하 었 다 ㅜ  ",2
" 가 는 길 마저 잊 었 고 
머무르 어 있 다는 생각 조차 없 는데 
때로 ᆫ 온 천지 에 눈발 로 날리 고 
때로 ᆫ 빗소리 로 가슴 에 패 이 며 
저 밑 어둠 같 은 강물 로 굽이치 ᆫ다 너는 
한 줌 도 안 되 는 너 의 기억 은 
기습 , 김은숙  ",2
